id,final,category,severity,feet_x,feet_z,object,reason,image
cl_201_prop0,confirmed_real,屋顶/檐角/屋脊,high,200.0,46.0,gold ball-topped ridge-end ornament,"The ornament sits where the ridge steps down, on a building whose base is far south, and rises ~40 px. The right half of the ball and the upper curl are under the gourd and left leg, and its gold ridge-end post is under the left boot.",cl_201_prop0.png
cl_057_prop0,confirmed_real,屋顶/檐角/屋脊,high,183.84,41.99,upper roof tier NW corner with upturned gold eave curls,"The roof's NW corner, with its curls about 3.5 u north, and the tiles down to the feet line are covered by the torso and right side. The lower eave and facade are 7-9 u south.",cl_057_prop0.png
cl_010_prop0,confirmed_real,屋顶/檐角/屋脊,high,210.01,39.99,"upper pagoda roof NE slope, vertical gold ridge rod, curled gold horn","The upper tier's slope, the gold rod and the big horn at chest height are under the actor. The lower tier and facade continue to the bottom of the panel, so the building's base is far south.",cl_010_prop0.png
cl_174_prop0,confirmed_real,灯柱/宝顶,high,219.87,37.99,gold ball finial on white wall/gate post,"The white post/coping runs about 7u south from the line, so the base under the finial is south of the feet. The gold ball (about 1.4u above the feet) is under the left leg, with a sliver showing between the legs.",cl_174_prop0.png
cl_158_prop0,confirmed_real,柱/门/牌坊,high,164.79,29.98,wall-walk south balustrade post cap + rail,"The balustrade lines the south edge of the narrow wall-walk, with its plinth at the feet row and the wall face dropping below. The character must be north of it. The middle post's rounded cap is under the left leg, and the rail is under both boots.",cl_158_prop0.png
cl_173_prop0,confirmed_real,柱/门/牌坊,high,237.84,27.98,shaded white-capped balustrade post on the wall-walk's south edge,"The balustrade stands on the plinth at or up to about 0.4u south of the feet row, with the wall dropping below. The zoom shows about 60-70% of the shaded post, including its cream cap, inside the right leg. The gold knob to the east is outside the silhouette.",cl_173_prop0.png
cl_176_prop0,confirmed_real,店铺/货摊/货物,medium,260.01,264.01,"potted shrub at SE corner of the raised porch, top of the stairs","At 6x zoom, the shrub's planter sits on the porch front edge. Its lowest point is about 7 px south of the feet, and the stairs drop south from there. The shrub's right third is under the gourd hand and left leg, at x -22..-12 px from the feet and up to 40 px high. The pavilion finial east of the fee",cl_176_prop0.png
cl_209_prop0,confirmed_real,屋顶/檐角/屋脊,medium,299.07,252.0,pavilion gable ridge beam and tip,"The wooden gable ridge of the pavilion to the south (base far south) slopes up to a tip about 27 px above the feet, at +20 px. The beam runs under the left boot, shows between the legs, and its tip is hidden by the right leg. The defect is real, but the beam is thin and only the lower legs overlap, ",cl_209_prop0.png
cl_168_prop0,confirmed_real,柱/门/牌坊,medium,133.98,243.99,newel post (knob + stacked ornaments) at the NE corner of the round platform's balustrade,"The post's shaft continues south past the feet as the platform's east rail. Comparing with the other posts on the arc puts its base at about the feet row (within about 0.5u). So it is level with or just in front of the feet, and its knob and ornaments are under the left leg/hip. Downgraded from high",cl_168_prop0.png
cl_213_prop0,confirmed_real,屋顶/檐角/屋脊,medium,208.01,235.99,teal ridge-end ornament (chiwen) with gold knob on a teal building roof,"Context confirms a teal-roofed building directly south with this ornament rising from its ridge end. The gold knob rises about 19 px above the feet. Both boots cover its left and right upper body, and only a strip shows in the leg gap. The roof, and the building base far below it, are south of the f",cl_213_prop0.png
cl_232_prop0,confirmed_real,屋顶/檐角/屋脊,medium,183.54,233.98,gold knob of the teal ridge ornament on a building roof,"Context shows a teal-roofed building directly south with this corner ornament. The knob rises about 15 px above the line, and the right boot covers most of it. The roof base is south of the feet.",cl_232_prop0.png
cl_152_prop0,confirmed_real,树冠/树干,medium,172.02,218.02,planter tree crown lobes,"The wider view shows one tree in the raised planter, trunk base about 1.5u south and 5u west. Its NE crown lobe is under the top-left of the hair, and lower crown foliage is under the headband tail and left arm. The white rock's base is north, the east magenta blob is shadow, and the planter curb ru",cl_152_prop0.png
cl_060_prop0,confirmed_real,灯柱/宝顶,medium,281.84,214.01,balustrade corner post gold bulb finial,"At 5x, the dark post body under the gold bulb reaches down to about 0.6 u south of the feet, at the corner where the N-S and E-W rails meet. The bulb is hidden behind the boots, so it is real. I rate it medium rather than high: the object is small, only the lower legs are involved, and the depth gap",cl_060_prop0.png
cl_142_prop0,confirmed_real,树冠/树干,medium,262.01,193.99,blossom tree crown east fringe,"The wide view shows the trunk descending to about 1u south of the feet, roughly 3.7u west. The zoom confirms pink blossoms from that crown under the left third of the head, the headband tail and the left shoulder. The rest under the body is lawn and a low curb end (flat). The stele to the south stay",cl_142_prop0.png
cl_217_prop0,confirmed_real,屋顶/檐角/屋脊,medium,112.89,189.99,two gold flame finials at the ridge junction of a teal roof,"Context shows the teal roof's north eave just south of the line, with the finials rising about 20 px above it. The left finial lies entirely inside the left boot outline, and the right finial's lower right is under the right boot. The roof and building bases are south of the feet.",cl_217_prop0.png
cl_175_prop15,confirmed_real,栏杆/围栏,medium,314.01,179.98,low stone balustrade east end and rounded end cap,"The close view shows a real low railing: grey rail, pale posts and a rounded drum-like end cap. It stands on a pale coping, and its bottom is about 2 px south of the feet. Its top is about 20 px above the feet. Both boots cover the last ~40 px of the rail and the cap. The feet stand right behind the",cl_175_prop15.png
cl_188_prop17,confirmed_real,灯柱/宝顶,medium,239.36,177.98,teal lamp gold finial,"This is the same lamp type as the control, with its base far south. The finial rises only ~22 px above the feet. The right boot and leg cover its right half, and the left half shows between the legs. The defect is real, but the overlap is smaller than the control's, so I rate it medium rather than h",cl_188_prop17.png
cl_225_prop20,confirmed_real,墙/墙角,medium,202.39,174.02,gold corner cap on the raised divider/relief block south of the line,"The walk mask blocks the relief block south of the line. Its west edge casts a shadow wedge, and the gold cap sits on the block's NW corner with a small shadow of its own. The cap's base is on the block top, south of the feet. The cap is about 9x11 px, rises about 15 px above the feet, and is almost",cl_225_prop20.png
cl_191_prop0,confirmed_real,屋顶/檐角/屋脊,medium,311.87,143.99,south roof: gable eave-curl tip and small ridge ornament,"The roof belongs to a building whose base is far south, so anything rising above its ridge is in front. Two parts are covered. A small teal ridge ornament (x +7..+15 px, up to 16 px high) is under the right boot. Only the leftmost ~5-8 px of the gold curl tip (+21..+30 px, 42-51 px high) is under th",cl_191_prop0.png
cl_223_prop0,confirmed_real,树冠/树干,medium,249.85,143.99,green upright post (bamboo or topiary column) inside a raised garden planter,"Context shows a white-framed planter south of the line. The green column rises from inside it, is drawn over the planter's top rail, and has shaded rounded 3D highlights, so it is upright with its base south of the feet. Its whole rounded top, about 17 px above the rim, is inside the right boot outl",cl_223_prop0.png
cl_115_prop0,confirmed_real,其他,medium,154.0,137.99,gold figure at the north tip of the shrub strip beside the pool,"The wide view shows the gold figure at the north tip of the blocked planting strip along the pool's east side. Foliage covers its lower part from the front, and gold continues just below the feet line, so its base is only about 0.2-0.5 u south. The roughly 1.9 u tall figure is hidden behind the left",cl_115_prop0.png
cl_210_prop0,confirmed_real,柱/门/牌坊,medium,156.4,127.98,bronze knob post where a N-S bronze garden railing meets the low white garden balustrade,"Pixel check: the left boot covers the post's gold-and-bronze knob, about 9 px wide and 15 px tall, and the knob top is about 20 px above the feet. The context view shows the post standing on the balustrade line with the railing running south into the bed, so its base is about 10 px south of the feet",cl_210_prop0.png
cl_143_prop0,confirmed_real,屋顶/檐角/屋脊,medium,148.0,87.99,gold pavilion apex finial tip,"The ornate gold pavilion's roof starts about 0.5u south and its body runs 7u+ south. Its finial knob, about 1u tall above the line, is inside the left boot. The gold-framed doorway to the NW has its threshold about 1.7u north of the feet, so it is behind and covering it is correct.",cl_143_prop0.png
cl_182_prop0,confirmed_real,树冠/树干,medium,253.86,77.98,garden shrub at street's south edge,"The shrub grows in the garden bed south of the street, next to the little bridge. The bridge rail is drawn over its lower-left part, so its base lies between about 0 and +10 px of the feet, most likely about +5 px south. Its foliage rises ~40 px, and the right leg covers its left part.",cl_182_prop0.png
cl_224_prop54,confirmed_real,屋顶/檐角/屋脊,medium,87.99,75.98,gold ball finial at the north end of a teal roof ridge,The ball sits on the gold ridge of the roof directly south and rises about 20 px above the line. The left boot covers roughly 60% of it. The roof and building base are south of the feet.,cl_224_prop54.png
cl_185_prop0,confirmed_real,树冠/树干,medium,72.02,74.02,money-tree crown upper-right lobe,"The tree has a real trunk with gold ingots, about 80 px south of the feet in the blocked bed. Its crown lobe reaches ~50 px above the feet, and its right part is under the gourd hand and left leg. The crown top stays outside the silhouette.",cl_185_prop0.png
cl_120_prop54,confirmed_real,树冠/树干,medium,79.83,70.02,foliage crown of the shrub strip along the building's west side,"The foliage mass continues south along the building's west wall, with gold ornaments set in it, for about 5 u. Its westward shadow starts at the feet row, so its base is south. The upper-west part of the crown, reaching about 2.9 u north, is drawn under the legs; the eastern peak stays visible.",cl_120_prop54.png
cl_229_prop0,confirmed_real,雕像/石狮/石件,medium,300.0,54.0,spiky shrub in a small stone planter,"The shrub grows in a planter south of the line and its tip rises about 13 px above the feet. Pixel check: about 90 px of its green tip are under the right boot, and only its left edge shows in the leg gap. There is also a negligible 2-3 px of a grey planter post under the left sole.",cl_229_prop0.png
cl_117_prop0,confirmed_real,树冠/树干,medium,72.02,52.0,"flowering-shrub crown over the kerb end, and the cherry canopy's east edge","The blocked shrub bed starts at the feet row. Its crown spills about 1 u north over the kerb's rounded end and onto the paving, under both boots and shins. A wider render shows the cherry tree's trunk about 3 u south-west of the feet, so its canopy edge under the gourd and left arm is also in front.",cl_117_prop0.png
cl_192_prop0,confirmed_real,雕像/石狮/石件,medium,81.98,46.0,raised white-stone planter with shrub at stair top,"The planter is raised. Its south rim, its lowest point, is about 15-22 px south of the feet, just above the stair balustrade post. The feet stand at its east rim, halfway along it. The left boot and leg cover the east rim and the right side of the shrub. As drawn now, the boot looks planted inside t",cl_192_prop0.png
cl_198_prop0,confirmed_real,柱/门/牌坊,medium,229.35,27.98,terrace south balustrade carved post,"At 6x zoom the carved post runs from about 27 px above the feet down to its base about 7-9 px south, on the dark coping. The right leg and boot cover its right two-thirds, and the rest shows between the legs. The defect is real, but it is at boot and shin level, so medium rather than high.",cl_198_prop0.png
cl_084_prop0,confirmed_real,栏杆/围栏,low,316.02,264.01,round parapet newel cap under the right boot,"At 5x the round cap's top is ~3 px above the feet line, and its post continues ~9 px south. The right boot sole covers a ~12x3 px sliver of the cap's top. The balusters under the leg further north are behind, and the magenta band is the flat bridge side. Real but marginal.",cl_084_prop0.png
cl_074_prop0,confirmed_real,树冠/树干,low,83.84,250.0,top-left edge of the bush crown just SE of the feet,"The big canopy's trunk ends ~22 px north, so that tree is behind. The bright yellow-green bush mass SE of the feet continues 30+ px south, and its crown top reaches ~10-12 px north of the line. About 30 px of it (≈5x8 px, dy -9..-2) is under the right boot's right edge. Real but tiny, so low rather ",cl_074_prop0.png
cl_155_prop0,confirmed_real,屋顶/檐角/屋脊,low,101.86,250.0,cluster of small white-capped stones at the bridge head,"A 9x zoom shows the cluster's dark round stone reaching about 0.3u south of the line, so the cluster is in front. The white caps (under 1u tall) are under the right boot. The big magenta is cast shadow. The stacked gold post has its base about 1u north and is outside the silhouette, and the bridge r",cl_155_prop0.png
cl_064_prop0,confirmed_real,栏杆/围栏,low,318.02,246.0,lower of the paired parapet knobs,"At 6x, the lower knob's bottom is about 0.2 u south of the feet, and the post under it sits further south. The right boot covers most of the knob. It is real but tiny, and the root cause is the feet being placed on the parapet line.",cl_064_prop0.png
cl_195_prop0,confirmed_real,墙/墙角,low,258.01,241.99,tall green planter at SE corner of raised porch,"The planter is drawn with its bottom 3-10 px north of the feet, but it stands at the front edge of a porch about 15 px high. The porch front face meets the ground about 9-10 px south of the feet, so the planter's real ground spot is about 5-10 px south and it is in front. Only its right 4-10 px edge",cl_195_prop0.png
cl_234_prop0,confirmed_real,屋顶/檐角/屋脊,low,104.0,189.99,gold flame finial on a teal roof ridge end,"The finial sits on the roof south of the line and rises about 20 px. It lies mostly left of the character, but the left boot's outer edge covers its right flank, about 6 px wide and 12 px tall (about 46 gold px), slightly more than the reviewer estimated. The roof base is south of the feet.",cl_234_prop0.png
cl_149_prop0,confirmed_real,店铺/货摊/货物,low,85.84,162.01,market stall table west rim,"The table's dark front skirt reaches about 1u south, so the table is in front. A 9x zoom shows only its dark west rim and a few check pixels (about 3-4 source px) under the right leg's outer edge. The rest of the magenta is building shadow on paving. Barely noticeable.",cl_149_prop0.png
cl_049_prop0,confirmed_real,树冠/树干,low,137.99,143.99,garden tree crown tip,"The tree's trunk is visible well south, more than 9 u. Its crown top pokes about 0.8 u above the feet line and is covered by the boots. The rest of the magenta is a flat N-S inlay strip. It is real but only a few pixels.",cl_049_prop0.png
cl_134_prop0,confirmed_real,灯柱/宝顶,low,160.11,75.98,gold lantern spire and cap shoulders,"The lantern's pedestal base is about 5 u south, so it is in front. However, the spire (about 1.4 u) fits almost exactly in the gap between the legs. Only its collar and the cap shoulders are clipped by the inner edges of the boots. The error is technically real but barely visible, so I downgraded se",cl_134_prop0.png
cl_228_prop0,confirmed_real,树冠/树干,low,245.85,75.98,"tree crown west lobe, plus the top rim of an upright grey stone slab","Context shows the tree trunk about 30 px south-east of the feet, so the crown is in front. The right pants cover a foliage sliver 1-3 px wide and about 16 px tall. Missed by the reviewer: an upright grey stone slab directly south, with a dark side face and a long west shadow and its base about 40 px",cl_228_prop0.png
cl_020_prop0,confirmed_real,雕像/石狮/石件,low,113.87,74.02,thin gold rod rising from a gold knob near the fountain urn,"A gold rod at dx +5..+13, dy -20..0 rises from a knob at dy +1..+9, which connects by a gold bar to the big urn to the SE. The right boot fully hides the rod, so it is real, but only about 8x20 px, so I rate it low rather than medium. The rest of the magenta is shadow and basin rim, and the bench is",cl_020_prop0.png
cl_073_prop0,confirmed_real,柱/门/牌坊,low,217.87,64.01,pink flowers in the pot on top of the ornate teal/gold column,"The column's stepped plinth is ~110 px south of the feet, and it casts an upright shadow to the west, so the pot and flowers on top stand in front. The pixel map shows only the flowers' left fringe under the right hand/pouch: about 40 pink px (≈7x8 px at dy -59..-52). The pot rim is not reached. Rea",cl_073_prop0.png
cl_008_prop54,confirmed_real,柱/门/牌坊,low,77.83,62.01,stacked gold gourd ornament on a post at a shop corner,"Most of the magenta is a building's flat shadow. The only real contact is the gourd (dy -38..-5), whose beads and dark post continue south to about +30. Only its left ~3 px sliver is under the right leg, so it is real but tiny.",cl_008_prop54.png
cl_059_prop0,unclear,树冠/树干,medium,67.87,196.0,"garden tree crown, west fringe","The character's right arm and side, about a 1 u wide strip, cover the west fringe of a round crown about 6 u tall. No trunk is visible; I checked at 4-5x and with a brown-pixel map. The crown's bottom merges into shrubs at the feet line. Other trees in this painting have bases about 1.5-2 u below th",cl_059_prop0.png
cl_207_prop0,disputed,柱/门/牌坊,low,177.83,275.98,terrace south low balustrade rail between two posts,"This is not a flat coping. At 5x zoom there are knob-topped posts about 60 px apart, running from 18 px above the feet down to about 4 px south. A pale top rail (13 to 6 px above the feet) spans between them, with a dark face below it. It is the same design as the terrace's north balustrade, so it i",cl_207_prop0.png
cl_104_prop0,unclear,栏杆/围栏,low,131.98,260.01,gold N-S arena balustrade rail directly under the left boot,"Above the boots the reviewer is right: the covered rail and bracket are behind, and the tall bronze pole is ~17 px clear to the east. The problem is at boot level. The left boot stands right on the gold rail, and the balustrade continues 10-40 px south to a gold newel collar whose top is 10 px south",cl_104_prop0.png
cl_072_prop0,disputed,其他,low,137.84,189.99,small cream egg-shaped garden ornament on the bed curb under the right boot,"The blue flower clump is behind, as the reviewer said. The reviewer missed an ornament: at 8x a shaded cream egg-shaped ornament sits on the curb directly under the right boot (dx 12-23). Its bottom, with a yellow rim, is ~5 px south of the feet, and its top is ~9 px north. The boot covers its upper",cl_072_prop0.png
cl_015_prop0,disputed,墙/墙角,low,64.01,74.02,gold-rimmed curved edging at a flower-bed / terrace corner,"At 7x this is not a statue. It is a gold rim that outlines dark bed foliage, with a curled top. Its lowest pixel is about 7 px south of the feet, but I can't tell whether it is an upright raised planter wall or a flat decorative rim. Even if upright, it would hide only part of the left boot and shin",cl_015_prop0.png
cl_033_prop0,disputed,屋顶/檐角/屋脊,low,316.02,46.0,"gold-rimmed planter holding a bush, east of a pavilion","A gold-pixel map puts the rim's lowest pixel at about dy +1, which is a tie with the feet, not a clear in-front case. The bush is under the left leg, but at a 1 px margin either draw order is acceptable. It is not the pavilion's eave: it stands apart from the roof edge.",cl_033_prop0.png
cl_034_prop0,disputed,其他,low,221.88,46.0,NW lobe of a large shrub at the flower strip's edge,"Mostly flat: low flower strip, curb and stepping stones. But the outline view shows the shrub's NW lobe at dx +13..+23, dy -13..0 under the outer edge of the right boot and shin. The shrub is upright (it casts a shadow on the paving) and its mass runs 40+ px south, so the lobe should hide that bit. ",cl_034_prop0.png
cl_003_prop0,unclear,树冠/树干,low,104.0,43.99,tree crown plus cream cap at the north end of the bed's gold-trimmed N-S border,"At pixel level the trunk is last clearly brown about 30 px north of the feet, and the bed's north edge is about 35-38 px north, so the tree most likely stands behind. Below the trunk it is only a dark green gap. The cream cap tops the bed's N-S border, and a dark band at dy -8..0 puts its ground con",cl_003_prop0.png
cl_235_prop0,disputed,栏杆/围栏,none,78.76,237.99,"merlons of the low crenellated parapet beside the city-wall walkway, and the dark gutter strip","The parapet runs almost north-south, so each merlon's base is at its own latitude. The merlon fully under the right boot has its top face at panel y 399-432, about 17-5 px north of the feet, so its base is north and it is behind. The gutter is flat. Only the next merlon's north 3 px sit under the so",cl_235_prop0.png
cl_211_prop13,disputed,栏杆/围栏,none,203.56,193.99,central stair rail (low N-S cheek rail between two stair flights) and its north end cap,"The rail is a long, low strip running north-south. Its narrow west shadow suggests it is only about 3-5 px tall. Its rounded north cap sits on the landing about 20 px north of the feet, so the cap and the rail top between the cap and the feet all stand north of the feet and are behind the character.",cl_211_prop13.png
cl_220_prop0,disputed,柱/门/牌坊,none,170.02,185.99,large carved column on a two-tier octagonal pedestal (column shaft east edge and plinth SE chamfer),"Context shows the feet on the pedestal's lower-tier ledge at the SE corner of the upper plinth. The sleeve and gourd cover the column shaft's east edge. The shaft stands on the plinth top, and its centre and base are 20+ px north of the feet, so the character is south-east of it and in front. The le",cl_220_prop0.png
cl_093_prop0,disputed,雕像/石狮/石件,none,309.86,125.98,low N-S stone curbs + sunken garden interior (shrub not reached),"A 5x zoom and a per-pixel hue map show the yellow shrub's nearest flowers start at dx≈+22, top at dy≈-3. The right boot ends at dx≈+19-21, so there is at most a 1 px touch, not 4x6. The only yellowish pixels under the actor are curb flecks at dx 7-12. Everything covered is low curbs and the dark bed",cl_093_prop0.png
cl_212_prop0,disputed,屋顶/檐角/屋脊,none,143.85,60.01,cast shadow of the blue-domed pavilion on the plaza paving,"I measured row by row. Everything under the character's right side has the grey shadow color (about 130,128,125). The pavilion's westmost dark rim knob starts at panel x 312-315, while the pants edge ends at x 305-311, a gap of 0-1 original px. At the hand, at most a 1 px outline pixel is touched. T",cl_212_prop0.png
cl_131_prop12,confirmed_real_single_review,屋顶/檐角/屋脊,high,295.85,193.99,teal roof ridge with gold flame finial (building south of the feet),Reviewer agent returned no verdict for this cluster; judged by hand: the ridge finial rises from a roof whose building stands south of the feet into the lower legs and is fully covered by the actor. Not adversarially re-checked.,cl_131_prop12.png
